n	m	jnm_deri
25	88	312.37171
40	81	312.37893
74	66	312.42106
67	69	312.44418
86	61	312.45639
23	89	312.52595
91	59	312.59741
101	55	312.61845
38	82	312.63115
96	57	312.65203
49	77	312.66675
21	90	312.66717
58	73	312.69029
79	64	312.76615
19	91	312.79543
36	83	312.87
65	70	312.87938
72	67	312.90578
17	92	312.91076
47	78	312.97855
15	93	313.01319
84	62	313.02844
56	74	313.06294
34	84	313.09555
13	94	313.10275
11	95	313.17947
89	60	313.20667
9	96	313.24337
45	79	313.27667
77	65	313.28623
7	97	313.29447
94	58	313.29939
63	71	313.3
99	56	313.30492
32	85	313.30785
5	98	313.33278
3	99	313.35831
1	100	313.37107
70	68	313.37547
54	75	313.42152
30	86	313.50698
43	80	313.5612
82	63	313.58456
28	87	313.69299
61	72	313.70619
52	76	313.76613
75	66	313.79096
87	61	313.79957
68	69	313.8303
41	81	313.83223
26	88	313.86595
92	59	313.92991
97	57	313.974
24	89	314.02589
39	82	314.08983
50	77	314.09689
59	73	314.09807
80	64	314.12495
22	90	314.17287
66	70	314.27043
73	67	314.28052
20	91	314.30693
37	83	314.3341
85	62	314.37633
48	78	314.4139
18	92	314.4281
57	74	314.47578
16	93	314.53643
90	60	314.54383
35	84	314.5651
100	56	314.62109
95	58	314.62598
14	94	314.63194
78	65	314.64981
64	71	314.69601
12	95	314.71466
46	79	314.71726
71	68	314.75507
33	85	314.7829
10	96	314.78462
55	75	314.83945
8	97	314.84183
6	98	314.88631
4	99	314.91807
2	100	314.93712
83	63	314.93716
0	100	314.94347
31	86	314.98756
44	80	315.00706
62	72	315.10717
88	61	315.14139
76	66	315.15934
29	87	315.17915
53	76	315.18917
69	69	315.21479
93	59	315.26112
42	81	315.2834
98	57	315.29475
27	88	315.35772
81	64	315.48229
60	73	315.50406
25	89	315.52332
51	77	315.52508
40	82	315.54635
74	67	315.6537
67	70	315.65982
23	90	315.67601
86	62	315.72283
38	83	315.79599
21	91	315.81582
49	78	315.84726
91	60	315.87966
58	74	315.8868
101	56	315.93606
19	92	315.94279
96	58	315.95131
79	65	316.0119
36	84	316.0324
17	93	316.05696
65	71	316.09032
72	68	316.13309
47	79	316.15582
15	94	316.15837
13	95	316.24704
56	75	316.25552
34	85	316.25565
84	63	316.28836
11	96	316.32299
9	97	316.38626
7	98	316.43685
45	80	316.45086
32	86	316.4658
5	99	316.47478
89	61	316.48187
3	100	316.50006
63	72	316.50643
1	101	316.5127
77	66	316.52619
94	59	316.59104
70	69	316.59765
54	76	316.61033
99	57	316.61427
30	87	316.66292
43	81	316.73246
82	64	316.83819
28	88	316.84706
61	73	316.90829
52	77	316.95134
41	82	317.00072
26	89	317.01828
75	67	317.02534
68	70	317.04756
87	62	317.06796
24	90	317.17662
92	60	317.21419
39	83	317.25569
97	58	317.27539
50	78	317.27866
59	74	317.29602
22	91	317.32213
80	65	317.37253
20	92	317.45485
66	71	317.48295
37	84	317.49748
73	68	317.50953
18	93	317.57482
48	79	317.59239
85	63	317.63815
57	75	317.66976
16	94	317.68207
35	85	317.72614
14	95	317.77663
90	61	317.82101
12	96	317.85853
78	66	317.89155
46	80	317.89262
64	72	317.90397
95	59	317.91969
10	97	317.92779
100	57	317.93259
33	86	317.94174
71	69	317.97892
8	98	317.98444
6	99	318.02848
55	76	318.02961
4	100	318.05992
2	101	318.07879
0	101	318.08508
31	87	318.14434
44	81	318.17946
83	64	318.19266
62	73	318.31077
29	88	318.33401
53	77	318.3757
76	67	318.39546
88	62	318.41173
69	70	318.43366
42	82	318.45297
27	89	318.51079
93	60	318.54743
98	58	318.59824
25	90	318.67474
60	74	318.70346
51	78	318.70812
40	83	318.71324
81	65	318.73169
23	91	318.8259
67	71	318.87391
74	68	318.88442
38	84	318.96036
21	92	318.96432
86	63	318.98656
49	79	319.02698
58	75	319.08219
19	93	319.09003
91	61	319.15883
36	85	319.19438
17	94	319.20308
96	59	319.24709
101	57	319.2497
79	66	319.25543
65	72	319.29982
15	95	319.30348
47	80	319.33237
72	69	319.3586
13	96	319.39127
34	86	319.41539
56	76	319.44705
11	97	319.46648
9	98	319.52912
84	64	319.54573
7	99	319.57921
5	100	319.61677
32	87	319.62343
45	81	319.6244
3	101	319.6418
63	73	319.71152
89	62	319.75415
77	67	319.76407
54	77	319.79817
70	70	319.81815
30	88	319.81858
94	60	319.87938
43	82	319.90313
99	58	319.91988
28	89	320.00089
82	65	320.08943
61	74	320.10915
52	78	320.13566
41	83	320.16866
26	90	320.1704
75	68	320.25777
68	71	320.26324
24	91	320.32717
87	63	320.3336
39	84	320.42107
50	79	320.45961
22	92	320.47124
59	75	320.49282
92	61	320.49535
97	59	320.57324
20	93	320.60265
80	66	320.61785
37	85	320.66042
66	72	320.694
18	94	320.72143
73	69	320.73671
48	80	320.77013
16	95	320.82763
57	76	320.86266
35	86	320.88679
85	64	320.8974
14	96	320.92126
12	97	321.00235
46	81	321.06731
10	98	321.07094
90	62	321.09525
33	87	321.10023
64	73	321.11057
8	99	321.12703
78	67	321.13118
6	100	321.17063
71	70	321.20104
4	101	321.20177
95	60	321.21006
55	77	321.21879
100	58	321.2403
31	88	321.30082
44	82	321.35123
83	65	321.44574
29	89	321.4886
62	74	321.51309
53	78	321.56131
42	83	321.62198
76	68	321.6296
69	71	321.65093
27	90	321.66363
88	63	321.67929
25	91	321.82596
93	61	321.83058
40	84	321.87964
51	79	321.89032
98	59	321.89816
60	75	321.90169
23	92	321.97563
81	66	321.97881
67	72	322.08651
21	93	322.11269
74	69	322.11327
38	85	322.12428
49	80	322.20593
19	94	322.23717
86	64	322.24768
58	76	322.27647
17	95	322.3491
36	86	322.35596
91	62	322.43503
15	96	322.44852
79	67	322.49682
65	73	322.50793
47	81	322.50822
13	97	322.53546
96	60	322.53949
101	58	322.55953
34	87	322.57477
72	70	322.58236
11	98	322.60993
56	77	322.63757
9	99	322.67196
7	100	322.72156
5	101	322.75875
32	88	322.78075
45	82	322.79729
84	65	322.80064
63	74	322.91532
30	89	322.97396
54	78	322.98509
77	68	322.99993
89	63	323.02363
70	71	323.03702
43	83	323.07322
28	90	323.15447
94	61	323.16452
99	59	323.22187
61	75	323.3088
52	79	323.31912
26	91	323.32231
41	84	323.33609
82	66	323.33834
68	72	323.47739
24	92	323.47754
75	69	323.4883
39	85	323.58597
87	64	323.5966
22	93	323.6202
50	80	323.63978
59	76	323.6885
20	94	323.75032
92	62	323.7735
37	86	323.82294
80	67	323.86099
97	60	323.86768
18	95	323.86795
66	73	323.90362
48	81	323.94716
73	70	323.96211
16	96	323.97311
35	87	324.04706
57	77	324.05453
14	97	324.06583
12	98	324.14614
85	65	324.15414
10	99	324.21405
46	82	324.24134
33	88	324.2584
8	100	324.2696
6	101	324.31278
64	74	324.31584
90	63	324.36664
78	68	324.36876
55	78	324.40701
71	71	324.42151
31	89	324.457
95	61	324.4972
44	83	324.52241
100	59	324.54436
29	90	324.64294
83	66	324.69645
62	75	324.71418
53	79	324.74604
42	84	324.79045
27	91	324.81625
76	69	324.86182
69	72	324.86665
88	64	324.94416
25	92	324.97699
40	85	325.04554
51	80	325.07172
60	76	325.09876
93	62	325.11068
23	93	325.1252
98	60	325.19463
81	67	325.22372
21	94	325.26093
38	86	325.28775
67	73	325.29766
74	70	325.34032
49	81	325.38414
19	95	325.38419
58	77	325.4697
17	96	325.49504
86	65	325.50627
36	87	325.51715
15	97	325.5935
13	98	325.67959
47	82	325.68339
91	63	325.70834
65	74	325.71469
34	88	325.7338
79	68	325.73612
11	99	325.75334
72	71	325.80444
9	100	325.81477
56	78	325.82711
96	61	325.82863
7	101	325.8639
101	59	325.86566
32	89	325.93775
45	83	325.96957
84	66	326.05316
63	75	326.11785
30	90	326.12907
54	79	326.17109
77	69	326.23383
43	84	326.24275
70	72	326.2543
89	64	326.29039
28	91	326.30782
94	62	326.44659
26	92	326.47402
52	80	326.50175
41	85	326.50301
61	76	326.50728
99	60	326.52037
82	67	326.58502
24	93	326.62774
68	73	326.69007
75	70	326.717
39	86	326.75042
22	94	326.76902
50	81	326.81919
87	65	326.85703
59	77	326.88309
20	95	326.89788
37	87	326.98505
18	96	327.01437
92	63	327.04873
80	68	327.10203
66	74	327.11187
16	97	327.11851
48	82	327.12348
97	61	327.15881
73	71	327.1858
35	88	327.20697
14	98	327.21034
57	78	327.2454
12	99	327.28987
10	100	327.35714
85	66	327.40847
8	101	327.41215
46	83	327.41473
33	89	327.41624
64	75	327.51983
55	79	327.59431
78	69	327.60436
31	90	327.61291
90	64	327.63528
71	72	327.64037
44	84	327.69301
95	62	327.78122
29	91	327.79703
100	60	327.8449
62	76	327.91408
53	80	327.92992
83	67	327.9449
42	85	327.9584
27	92	327.96866
69	73	328.08086
76	70	328.09217
25	93	328.12784
88	65	328.20644
40	86	328.21098
51	81	328.25233
23	94	328.27462
60	77	328.29473
93	63	328.38784
21	95	328.40903
38	87	328.45081
81	68	328.46649
98	61	328.48776
67	74	328.50741
19	96	328.53112
49	82	328.56163
74	71	328.56563
17	97	328.6409
58	78	328.6619
36	88	328.67796
15	98	328.73841
86	66	328.76241
13	99	328.82368
47	83	328.85791
34	89	328.89249
11	100	328.89672
65	75	328.92013
9	101	328.95757
79	69	328.97342
91	64	328.97886
56	79	329.0157
72	72	329.02488
32	90	329.09446
96	62	329.11461
45	84	329.14125
101	60	329.16823
30	91	329.28393
84	67	329.30338
63	76	329.31917
54	80	329.35623
43	85	329.41174
28	92	329.46094
77	70	329.46584
70	73	329.47006
89	65	329.55452
26	93	329.62554
41	86	329.66944
52	81	329.68358
61	77	329.70463
94	63	329.72567
24	94	329.77778
99	61	329.8155
82	68	329.82952
68	74	329.90132
39	87	329.91443
22	95	329.9177
75	71	329.94393
50	82	329.99785
20	96	330.04532
59	78	330.07664
87	66	330.11499
37	88	330.14677
18	97	330.16069
16	98	330.26384
48	83	330.29913
66	75	330.31878
92	64	330.32115
80	69	330.34102
14	99	330.35479
35	89	330.36653
73	72	330.40783
12	100	330.43357
57	79	330.43529
97	62	330.44676
10	101	330.50019
33	90	330.57377
46	84	330.5875
85	67	330.66047
64	76	330.72257
31	91	330.76853
55	80	330.7807
78	70	330.83803
71	73	330.85768
44	85	330.86304
90	65	330.90126
29	92	330.95088
95	63	331.06223
62	77	331.11282
53	81	331.11296
27	93	331.12086
42	86	331.12583
100	61	331.14203
83	68	331.19114
25	94	331.27852
69	74	331.29362
76	71	331.32072
40	87	331.37595
23	95	331.42389
51	82	331.43217
88	66	331.46621
60	78	331.48962
21	96	331.55702
38	88	331.61344
93	64	331.66214
19	97	331.67794
81	69	331.70718
67	75	331.71579
49	83	331.73841
98	62	331.77767
17	98	331.78667
74	72	331.78924
36	89	331.83839
58	79	331.85311
15	99	331.88326
13	100	331.96772
86	67	332.01619
47	84	332.03178
11	101	332.04007
34	90	332.05085
65	76	332.12431
56	80	332.20337
79	70	332.20876
72	73	332.24373
91	65	332.2467
32	91	332.25088
45	85	332.31235
96	63	332.39754
30	92	332.43852
101	61	332.46736
63	77	332.5193
54	81	332.54051
84	68	332.55136
43	86	332.58019
28	93	332.61384
70	74	332.68433
77	71	332.69603
26	94	332.77687
89	66	332.8161
41	87	332.83539
52	82	332.86462
61	78	332.90088
24	95	332.92766
94	64	333.00186
22	96	333.06624
82	69	333.07193
39	88	333.078
99	62	333.10737
68	75	333.11118
75	72	333.16914
50	83	333.17579
20	97	333.19266
59	79	333.26916
18	98	333.30693
37	89	333.3081
87	67	333.37054
16	99	333.4091
48	84	333.47411
14	100	333.4992
66	76	333.5244
35	90	333.52574
12	101	333.57723
80	70	333.57803
92	65	333.59084
57	80	333.62424
73	73	333.62824
33	91	333.73099
97	63	333.73162
46	85	333.75967
85	68	333.9102
31	92	333.92389
64	77	333.92411
55	81	333.96622
44	86	334.03253
78	71	334.06985
71	74	334.07347
29	93	334.1045
90	66	334.16467
27	94	334.27286
42	87	334.29277
53	82	334.29521
62	78	334.31043
95	64	334.34032
25	95	334.42902
83	69	334.43526
100	62	334.43586
69	75	334.50497
40	88	334.54047
76	72	334.54753
23	96	334.57302
51	83	334.61128
60	79	334.68348
21	97	334.70488
88	67	334.72355
38	89	334.77568
19	98	334.82466
49	84	334.91453
67	76	334.92286
17	99	334.93237
93	65	334.93369
81	70	334.94587
36	90	334.99847
74	73	335.01122
15	100	335.02804
58	80	335.04334
98	63	335.06446
13	101	335.11171
47	85	335.20503
34	91	335.2089
86	68	335.26767
65	77	335.32726
56	81	335.39014
32	92	335.40702
79	71	335.44221
72	74	335.46105
45	86	335.48288
91	66	335.51193
30	93	335.59288
96	64	335.67753
63	78	335.71829
54	82	335.72396
43	87	335.74813
101	62	335.76316
28	94	335.76653
84	69	335.79719
70	75	335.89717
77	72	335.92443
26	95	335.92802
41	88	336.00087
52	83	336.0449
89	67	336.07523
24	96	336.07738
61	79	336.09607
22	97	336.21466
39	89	336.24116
94	65	336.27527
82	70	336.31229
68	76	336.3197
20	98	336.33988
50	84	336.35303
75	73	336.39268
99	63	336.39609
18	99	336.45308
59	80	336.46069
37	90	336.46906
16	100	336.5543
87	68	336.62378
14	101	336.64354
48	85	336.64846
35	91	336.68463
66	77	336.72876
57	81	336.81227
80	71	336.81313
73	74	336.84709
92	66	336.85789
33	92	336.88792
46	86	336.93125
97	64	337.0135
31	93	337.07899
64	78	337.12448
55	82	337.1509
85	69	337.15774
44	87	337.20149
29	94	337.2579
71	75	337.2878
78	72	337.29987
27	95	337.42467
90	67	337.42559
42	88	337.45923
53	83	337.47667
62	79	337.50696
25	96	337.57936
95	65	337.61559
83	70	337.6773
40	89	337.70456
69	76	337.71494
23	97	337.722
100	63	337.72652
76	73	337.77264
51	84	337.78966
21	98	337.85263
60	80	337.87631
38	90	337.93753
19	99	337.97128
88	68	337.97854
17	100	338.07799
49	85	338.08998
67	77	338.12864
36	91	338.1582
15	101	338.17277
81	71	338.18262
93	66	338.20257
74	74	338.2316
58	81	338.23264
98	64	338.34824
34	92	338.36663
47	86	338.37768
86	69	338.51693
65	78	338.52901
32	93	338.56288
56	82	338.57604
45	87	338.65286
79	72	338.67384
72	75	338.67688
30	94	338.74699
91	67	338.77464
54	83	338.90661
43	88	338.91558
63	79	338.91617
28	95	338.91901
96	65	338.95466
84	70	339.04092
101	63	339.05575
26	96	339.07898
70	76	339.10861
77	73	339.15112
41	89	339.16591
52	84	339.22444
24	97	339.22695
61	80	339.29022
89	68	339.33197
22	98	339.36294
39	90	339.40391
20	99	339.487
68	77	339.52691
50	85	339.5296
94	66	339.54598
82	71	339.55068
18	100	339.59915
75	74	339.6146
37	91	339.62965
59	81	339.65127
99	64	339.68177
16	101	339.69942
48	86	339.82219
35	92	339.84318
87	69	339.87476
66	78	339.93191
57	82	339.99941
33	93	340.04456
80	72	340.04637
73	75	340.06442
46	87	340.10227
92	67	340.12239
31	94	340.23384
97	65	340.29249
64	79	340.32371
55	83	340.33475
44	88	340.36993
85	70	340.40316
29	95	340.41107
71	76	340.50071
78	73	340.52813
27	96	340.57628
42	89	340.62522
53	84	340.65737
90	68	340.68409
62	80	340.70243
25	97	340.72953
40	90	340.86823
23	98	340.87085
95	66	340.88813
83	71	340.91735
69	77	340.92359
51	85	340.96735
76	74	340.99611
21	99	341.00026
100	64	341.0141
60	81	341.06817
38	91	341.099
19	100	341.11782
17	101	341.22353
88	69	341.23125
49	86	341.26479
36	92	341.31759
67	78	341.33318
81	72	341.41748
58	82	341.42103
74	75	341.45044
93	67	341.46887
34	93	341.52407
47	87	341.54975
98	65	341.6291
32	94	341.71848
65	79	341.7296
56	83	341.7611
86	70	341.76404
45	88	341.82231
72	76	341.89126
30	95	341.90087
79	73	341.90369
91	68	342.0349
28	96	342.07129
43	89	342.08254
54	84	342.08849
63	80	342.11296
96	66	342.22903
26	97	342.22978
84	71	342.28263
70	77	342.31869
41	90	342.3305
101	64	342.34523
77	74	342.37614
24	98	342.37637
52	85	342.40326
61	81	342.48336
22	99	342.51111
39	91	342.56627
89	69	342.58641
20	100	342.63402
50	86	342.70551
68	78	342.73286
18	101	342.74514
82	72	342.78717
37	92	342.78989
94	67	342.81407
75	75	342.83496
59	82	342.84091
99	65	342.9645
48	87	342.99531
35	93	343.00142
87	70	343.12356
66	79	343.13387
57	83	343.18569
33	94	343.20093
46	88	343.27274
80	73	343.27781
73	76	343.28029
92	68	343.38442
31	95	343.38845
55	84	343.5178
64	80	343.52184
44	89	343.53787
29	96	343.56403
97	66	343.5687
85	71	343.64653
71	77	343.71224
27	97	343.72772
78	74	343.75471
42	90	343.79076
53	85	343.83734
25	98	343.87955
62	81	343.89687
90	69	343.94026
23	99	344.01956
40	91	344.03148
69	78	344.13095
51	86	344.14437
21	100	344.14779
83	72	344.15546
95	67	344.15802
76	75	344.21799
60	82	344.25907
38	92	344.26009
19	101	344.26426
100	65	344.29869
49	87	344.43898
36	93	344.47665
88	70	344.48175
67	79	344.53652
58	83	344.60853
81	73	344.65051
74	76	344.66779
34	94	344.68121
47	88	344.72124
93	68	344.73266
32	95	344.87382
98	66	344.90714
65	80	344.92907
56	84	344.94535
45	89	344.99124
86	71	345.00906
30	96	345.05453
72	77	345.10424
79	74	345.13182
28	97	345.22337
43	90	345.24902
54	85	345.2696
91	69	345.2928
63	81	345.30871
26	98	345.3804
41	91	345.49467
96	67	345.50073
84	72	345.52236
24	99	345.52565
70	78	345.52747
52	86	345.58139
77	75	345.59954
101	65	345.63169
22	100	345.65915
61	82	345.67554
39	92	345.72824
20	101	345.78094
89	70	345.83861
50	87	345.88077
68	79	345.93758
37	93	345.94978
82	73	346.02179
59	83	346.02964
75	76	346.0538
94	68	346.07964
35	94	346.15936
48	88	346.16784
99	66	346.24437
66	80	346.33468
33	95	346.35702
87	71	346.37026
57	84	346.37113
46	89	346.44267
73	77	346.49472
80	74	346.5075
31	96	346.54281
92	69	346.64406
55	85	346.70008
44	90	346.70532
29	97	346.71678
64	81	346.7189
97	67	346.8422
27	98	346.87897
85	72	346.88789
71	78	346.92243
42	91	346.95585
78	75	346.97964
53	86	347.01659
25	99	347.02941
62	82	347.09032
23	100	347.16814
90	70	347.19416
40	92	347.19434
21	101	347.2952
51	87	347.32072
69	79	347.33705
83	73	347.39168
38	93	347.42084
95	68	347.42536
76	76	347.43832
60	83	347.44905
100	66	347.5804
49	88	347.61256
36	94	347.6354
88	71	347.73011
67	80	347.73869
58	84	347.79517
34	95	347.83807
81	74	347.88177
74	77	347.88369
47	89	347.89219
93	69	347.99404
32	96	348.02891
65	81	348.12745
56	85	348.12879
45	90	348.15966
98	67	348.18244
30	97	348.20796
86	72	348.25207
72	78	348.31586
79	75	348.35828
28	98	348.37527
43	91	348.41505
54	86	348.44999
63	82	348.50344
26	99	348.53086
91	70	348.54841
41	92	348.65843
24	100	348.67479
70	79	348.73496
52	87	348.75883
84	73	348.76019
96	68	348.76983
22	101	348.80708
77	76	348.82137
61	83	348.86676
39	93	348.88984
101	66	348.91524
50	88	349.05542
89	71	349.08864
37	94	349.10934
68	80	349.1411
59	84	349.2175
82	74	349.25462
75	77	349.27116
35	95	349.317
48	89	349.33981
94	69	349.34275
33	96	349.51285
99	67	349.52148
66	81	349.53438
57	85	349.55575
46	90	349.61208
87	72	349.6149
31	97	349.69695
73	78	349.70777
80	75	349.7355
29	98	349.86933
44	91	349.87229
55	86	349.88161
92	70	349.90137
64	82	349.91491
27	99	350.03004
97	68	350.11307
42	92	350.12052
85	73	350.12733
71	79	350.13133
25	100	350.17912
53	87	350.19514
78	76	350.20297
62	83	350.2828
23	101	350.3166
40	93	350.35681
90	71	350.44587
51	88	350.49643
69	80	350.54194
38	94	350.58123
83	74	350.62608
60	84	350.63812
76	77	350.65715
95	69	350.69021
49	89	350.78556
36	95	350.79383
100	67	350.85932
67	81	350.93972
88	72	350.9764
58	85	350.98098
34	96	350.99465
47	90	351.06259
74	78	351.09818
81	75	351.1113
32	97	351.18376
93	70	351.25306
56	86	351.31147
65	82	351.32476
45	91	351.3276
30	98	351.36118
98	68	351.4551
86	73	351.49311
72	79	351.52616
28	99	351.52697
43	92	351.58064
79	76	351.58313
54	87	351.62965
26	100	351.68117
63	83	351.69718
91	71	351.80179
41	93	351.82178
24	101	351.82379
52	88	351.93563
70	80	351.94122
84	74	351.99617
96	69	352.03643
77	77	352.04168
39	94	352.05107
61	84	352.05706
101	67	352.19597
50	89	352.22946
37	95	352.26858
89	72	352.33657
68	81	352.34347
59	85	352.4045
35	96	352.47435
82	75	352.4857
75	78	352.48709
48	90	352.51122
94	70	352.60348
33	97	352.66842
66	82	352.733
57	86	352.73958
46	91	352.78098
99	68	352.79591
31	98	352.85086
87	73	352.85755
73	79	352.91948
80	76	352.96186
29	99	353.02168
44	92	353.03881
55	87	353.0624
64	83	353.10992
92	71	353.15643
27	100	353.18095
42	93	353.28476
25	101	353.32869
71	80	353.33896
85	74	353.36489
53	88	353.37302
97	69	353.38141
78	77	353.42476
62	84	353.47433
40	94	353.5189
51	89	353.67152
90	72	353.69544
38	95	353.74128
69	81	353.74565
60	85	353.82632
83	75	353.85872
76	78	353.87453
36	96	353.95195
95	70	353.95265
49	90	353.95798
100	68	354.13553
67	82	354.13964
34	97	354.15097
58	86	354.16598
88	73	354.22067
47	91	354.23247
74	79	354.3113
32	98	354.33837
81	76	354.33917
56	87	354.49339
45	92	354.49505
93	71	354.5098
30	99	354.5142
65	83	354.52105
28	100	354.6785
98	69	354.72518
86	74	354.73225
72	80	354.73518
43	93	354.74579
79	77	354.8064
54	88	354.80863
26	101	354.83131
63	84	354.88996
41	94	354.98474
91	72	355.05302
52	89	355.11178
70	81	355.14628
39	95	355.21196
84	75	355.23035
61	85	355.24647
77	78	355.26051
96	70	355.30059
50	90	355.40291
37	96	355.4275
101	68	355.47396
68	82	355.54471
89	73	355.58246
59	86	355.59067
35	97	355.63141
48	91	355.68209
75	79	355.70163
82	76	355.71509
33	98	355.82375
94	71	355.86191
57	87	355.92264
66	83	355.93056
46	92	355.94939
31	99	356.00454
99	69	356.06775
87	74	356.09828
73	80	356.12988
29	100	356.17385
80	77	356.18661
44	93	356.20488
55	88	356.24247
64	84	356.30395
27	101	356.33169
92	72	356.40931
42	94	356.4486
71	81	356.54537
53	89	356.55024
85	75	356.60063
78	78	356.64504
97	70	356.64729
62	85	356.66495
40	95	356.68063
51	90	356.84601
38	96	356.90101
90	73	356.94295
69	82	356.94821
60	86	357.01367
83	76	357.08963
76	79	357.09049
36	97	357.10979
49	91	357.12986
95	71	357.21277
34	98	357.30702
67	83	357.33849
58	87	357.35018
47	92	357.40185
100	69	357.40911
88	74	357.46298
32	99	357.49275
74	80	357.52309
81	77	357.56542
45	93	357.66205
30	100	357.66701
56	88	357.67458
65	84	357.71633
93	72	357.76433
28	101	357.82985
43	94	357.91052
72	81	357.94295
86	75	357.96955
54	89	357.98692
98	70	357.99278
79	78	358.02814
63	85	358.0818
41	95	358.14732
52	90	358.2873
91	73	358.30215
70	82	358.35016
39	96	358.3725
61	86	358.435
84	76	358.46279
77	79	358.4779
96	71	358.56239
50	91	358.57579
37	97	358.58611
68	83	358.74485
101	69	358.74929
59	87	358.77603
35	98	358.78821
89	74	358.82637
48	92	358.85244
75	80	358.91482
82	77	358.94284
33	99	358.97883
57	88	359.10495
46	93	359.11733
94	72	359.1181
66	84	359.1271
31	100	359.15802
29	101	359.32582
99	70	359.33706
87	75	359.33714
73	81	359.33901
44	94	359.37051
80	78	359.40982
55	89	359.42186
64	85	359.49702
42	95	359.61205
92	73	359.66007
53	90	359.72682
71	82	359.75059
85	76	359.83459
40	96	359.842
62	86	359.85469
78	79	359.86386
97	71	359.91078
51	91	360.0199
38	97	360.06041
69	83	360.14965
90	74	360.18846
60	87	360.20019
36	98	360.26733
49	92	360.30118
76	80	360.30508
83	77	360.31887
34	99	360.46281
95	72	360.47061
58	88	360.53362
67	84	360.5363
47	93	360.57073
32	100	360.6469
100	70	360.68015
88	75	360.7034
74	81	360.73359
81	78	360.7901
30	101	360.81962
45	94	360.82859
56	89	360.85505
65	85	360.91063
93	73	361.01672
43	95	361.07484
72	82	361.1495
54	90	361.16456
86	76	361.20505
79	79	361.2484
98	71	361.25796
63	86	361.27273
41	96	361.30953
52	91	361.46223
39	97	361.53271
91	74	361.54925
70	83	361.55292
61	87	361.6227
84	77	361.69354
77	80	361.69389
37	98	361.74442
50	92	361.74811
96	72	361.8219
68	84	361.94393
35	99	361.94473
59	88	361.9606
101	70	362.02206
48	93	362.02228
89	75	362.06836
75	81	362.12669
33	100	362.13367
82	78	362.16898
46	94	362.28479
57	89	362.28653
31	101	362.31129
66	85	362.32265
94	73	362.37212
44	95	362.53572
73	82	362.54691
87	76	362.57418
55	90	362.60057
99	71	362.60394
80	79	362.63152
64	86	362.68916
42	96	362.77511
53	91	362.90277
92	74	362.90877
71	83	362.95465
40	97	363.00302
62	87	363.04355
85	77	363.06685
78	80	363.08127
97	72	363.17195
51	92	363.19323
38	98	363.2195
69	84	363.35001
60	88	363.38591
36	99	363.4246
90	75	363.43202
49	93	363.47199
76	81	363.51834
83	78	363.54649
34	100	363.61836
58	89	363.71631
95	73	363.72627
67	85	363.7331
47	94	363.73913
32	101	363.80083
88	76	363.94198
74	82	363.94284
100	71	363.94872
45	95	363.9947
81	79	364.01324
56	90	364.03484
65	86	364.10399
43	96	364.23876
93	74	364.26703
54	91	364.34157
72	83	364.35488
86	77	364.43881
63	87	364.46278
79	80	364.46722
41	97	364.47138
98	72	364.5208
52	92	364.63656
39	98	364.69259
70	84	364.75456
91	75	364.79439
61	88	364.80956
37	99	364.90244
77	81	364.90853
50	93	364.91989
84	78	364.92264
96	73	365.07918
35	100	365.101
68	85	365.14198
59	89	365.14441
48	94	365.19162
33	101	365.28829
101	71	365.29232
89	76	365.30848
75	82	365.33729
82	79	365.39358
46	95	365.4518
57	90	365.46741
66	86	365.51723
94	74	365.62403
44	96	365.70051
73	83	365.75361
55	91	365.77862
87	77	365.80945
80	80	365.85176
99	72	365.86844
64	87	365.8804
42	97	365.93779
53	92	366.07813
92	75	366.15548
71	84	366.15759
40	98	366.1637
62	88	366.23158
78	81	366.29729
85	78	366.29743
51	93	366.36599
38	99	366.37829
97	73	366.43088
69	85	366.54932
60	89	366.57085
36	100	366.5816
49	94	366.64228
90	76	366.67368
76	82	366.73029
83	79	366.77254
34	101	366.77367
58	90	366.89828
47	95	366.90706
67	86	366.9289
95	74	366.97979
74	83	367.15086
45	96	367.16038
88	77	367.17877
56	91	367.21396
100	72	367.21489
81	80	367.2349
65	87	367.29643
43	97	367.4023
93	75	367.51531
54	92	367.51794
72	84	367.55911
41	98	367.63287
63	88	367.65197
86	78	367.67088
79	81	367.68463
98	73	367.78136
52	93	367.81032
39	99	367.85215
70	85	367.95513
61	89	367.99563
91	76	368.0376
37	100	368.06018
50	94	368.09114
77	82	368.12185
84	79	368.15014
35	101	368.25701
59	90	368.32748
96	74	368.33431
68	86	368.33902
48	95	368.36047
75	83	368.54665
89	77	368.54679
101	72	368.56017
82	80	368.61666
46	96	368.61837
57	91	368.64759
66	87	368.71087
44	97	368.8649
94	75	368.87389
55	92	368.95603
73	84	368.95914
87	78	369.04301
80	81	369.07057
64	88	369.07076
42	98	369.10011
99	73	369.13065
53	93	369.25289
40	99	369.32406
71	85	369.35943
92	76	369.40025
62	89	369.41879
78	82	369.51197
85	79	369.52639
38	100	369.53678
51	94	369.53821
97	74	369.68762
36	101	369.73833
69	86	369.7476
60	90	369.75502
49	95	369.81207
90	77	369.91351
76	83	369.94098
83	80	369.99705
47	96	370.07453
58	91	370.07954
67	87	370.12375
95	75	370.23124
45	97	370.32564
74	84	370.3577
56	92	370.39241
88	78	370.41383
81	81	370.45511
100	73	370.47874
65	88	370.48796
43	98	370.56545
54	93	370.69372
93	76	370.76163
