n	m	jnm_deri
69	23	163.49354
14	46	163.54632
93	15	163.62623
61	26	163.63356
41	34	163.69624
12	47	163.7059
34	37	163.74465
72	22	163.75324
25	41	163.80517
10	48	163.84065
90	16	163.87721
56	28	163.90744
46	32	163.93156
75	21	163.94925
8	49	163.9507
100	13	164.00004
51	30	164.00407
6	50	164.03618
87	17	164.04336
64	25	164.06266
78	20	164.07921
4	51	164.09718
23	42	164.10221
84	18	164.12967
2	52	164.13375
81	19	164.14041
0	52	164.14593
32	38	164.15848
39	35	164.20458
21	43	164.37339
67	24	164.43359
59	27	164.43835
97	14	164.44898
44	33	164.50886
30	39	164.54496
19	44	164.619
54	29	164.63216
49	31	164.65325
37	36	164.68397
70	23	164.7448
94	15	164.80016
17	45	164.83932
28	40	164.90455
62	26	164.91375
73	22	164.99452
15	46	165.03457
42	34	165.05587
91	16	165.06061
35	37	165.13503
101	13	165.15413
76	21	165.18067
13	47	165.20497
57	28	165.20676
88	17	165.23626
26	41	165.23767
47	32	165.27051
79	20	165.30089
52	30	165.32295
85	18	165.3321
65	25	165.3325
11	48	165.35071
82	19	165.35242
9	49	165.47192
24	42	165.5447
33	38	165.55833
7	50	165.56875
40	35	165.57334
98	14	165.61251
5	51	165.64128
3	52	165.68959
68	24	165.69325
1	53	165.71373
60	27	165.72705
22	43	165.82598
45	33	165.85673
55	29	165.94009
31	39	165.95436
95	15	165.9731
50	31	165.98089
71	23	165.99444
38	36	166.06193
20	44	166.08182
63	26	166.19203
74	22	166.23427
92	16	166.24296
18	45	166.3125
29	40	166.32359
77	21	166.41066
43	34	166.41272
89	17	166.42803
58	28	166.50398
16	46	166.51825
80	20	166.5212
36	37	166.52226
86	18	166.53333
83	19	166.56316
66	25	166.60054
48	32	166.60694
53	30	166.63953
27	41	166.66645
14	47	166.69931
99	14	166.77514
12	48	166.85585
41	35	166.93922
69	24	166.95122
34	38	166.9549
25	42	166.98333
10	49	166.98804
61	27	167.01377
8	50	167.09601
96	15	167.14507
6	51	167.17988
46	33	167.20199
4	52	167.23973
72	23	167.24248
56	29	167.24586
23	43	167.27457
2	53	167.27561
0	53	167.28757
51	31	167.30613
32	39	167.36036
93	16	167.42427
39	36	167.43691
64	26	167.46844
75	22	167.47251
21	44	167.54049
90	17	167.61869
78	21	167.63921
87	18	167.73337
30	40	167.73911
81	20	167.74018
44	34	167.76685
84	19	167.77263
19	45	167.78137
59	28	167.79915
67	25	167.86682
37	37	167.9064
100	14	167.93687
49	32	167.94088
54	30	167.95385
17	46	167.99748
28	41	168.09159
15	47	168.18902
70	24	168.20752
62	27	168.29855
42	35	168.30228
97	15	168.31609
35	38	168.34827
13	48	168.3562
26	42	168.41818
73	23	168.48895
11	49	168.49919
47	33	168.54467
57	29	168.54948
94	16	168.60456
9	50	168.61813
52	31	168.62903
76	22	168.70927
7	51	168.71314
24	43	168.71925
65	26	168.74302
33	39	168.76304
5	52	168.78432
91	17	168.80826
40	36	168.80896
3	53	168.83173
1	54	168.85542
79	21	168.86637
88	18	168.93225
82	20	168.95784
85	19	168.98087
22	44	168.99511
60	28	169.0923
101	14	169.09773
45	34	169.11832
68	25	169.13136
31	40	169.1512
20	45	169.24605
55	30	169.26595
50	32	169.27239
38	37	169.28751
71	24	169.46218
18	46	169.47235
98	15	169.48617
29	41	169.51316
63	27	169.58142
43	35	169.66259
16	47	169.67422
74	23	169.73386
36	38	169.73851
95	16	169.78384
27	42	169.84934
58	29	169.85101
14	48	169.85187
48	33	169.88483
77	22	169.94456
53	31	169.94963
92	17	169.99675
12	49	170.00549
66	26	170.01579
80	21	170.09216
89	18	170.12998
10	50	170.13522
25	43	170.1601
34	39	170.16248
83	20	170.1742
41	36	170.17815
86	19	170.18789
8	51	170.24119
6	52	170.3235
4	53	170.38224
61	28	170.38347
69	25	170.39419
2	54	170.41746
0	54	170.4292
23	44	170.44576
46	34	170.46718
32	40	170.55991
56	30	170.57587
51	32	170.60152
99	15	170.65531
39	37	170.66565
21	45	170.70663
72	24	170.71523
64	27	170.86241
30	41	170.93125
19	46	170.94297
96	16	170.96213
75	23	170.97726
44	35	171.02018
37	38	171.12567
59	29	171.15048
17	47	171.15502
78	22	171.17842
93	17	171.18418
49	33	171.22252
54	31	171.26797
28	42	171.2769
67	26	171.28678
81	21	171.31658
90	18	171.32659
15	48	171.34299
84	20	171.38928
87	19	171.3937
13	49	171.50707
42	36	171.54454
35	39	171.55874
26	43	171.59722
11	50	171.64741
70	25	171.65535
62	28	171.67268
9	51	171.76416
47	34	171.81347
100	15	171.82354
7	52	171.85743
57	30	171.88366
24	44	171.89255
5	53	171.9273
52	32	171.92831
33	40	171.96534
73	24	171.96669
3	54	171.97385
1	55	171.99711
40	37	172.04089
97	16	172.13943
65	27	172.14156
22	45	172.1632
76	23	172.21915
31	41	172.34593
94	17	172.37057
45	35	172.37512
20	46	172.40945
79	22	172.41087
60	29	172.44793
38	38	172.50983
91	18	172.52207
82	21	172.53967
68	26	172.55603
50	33	172.55779
55	31	172.5841
88	19	172.59833
85	20	172.60311
18	47	172.63152
29	42	172.70092
16	48	172.82966
43	36	172.90818
71	25	172.91485
36	39	172.95188
63	28	172.95998
101	15	172.99087
14	49	173.00404
27	43	173.03069
12	50	173.15484
48	34	173.15725
58	30	173.18935
74	24	173.21658
53	32	173.2528
10	51	173.28219
98	16	173.31577
25	44	173.33556
34	40	173.36754
8	52	173.38623
41	37	173.41329
66	27	173.41889
77	23	173.45957
6	53	173.46705
4	54	173.52473
95	17	173.55592
2	55	173.55931
0	55	173.57083
23	45	173.61586
80	22	173.64191
92	18	173.71646
46	35	173.72746
61	29	173.74338
32	41	173.75728
83	21	173.76145
89	19	173.80179
86	20	173.81569
69	26	173.82356
21	46	173.87187
51	33	173.89067
39	38	173.89104
56	31	173.89805
19	47	174.10383
30	42	174.1215
72	25	174.17273
64	28	174.2454
44	36	174.26912
17	48	174.31198
37	39	174.34197
28	43	174.46058
75	24	174.46495
99	16	174.49116
59	30	174.49297
15	49	174.49651
49	34	174.49856
54	32	174.57503
13	50	174.6576
67	27	174.69444
78	23	174.69854
96	17	174.74026
35	40	174.76659
26	44	174.77487
42	37	174.78289
11	51	174.7954
81	22	174.87159
93	18	174.90977
9	52	174.91004
84	21	174.98193
7	53	175.00163
90	19	175.0041
87	20	175.02706
62	29	175.03689
24	45	175.06469
5	54	175.07024
47	35	175.07724
70	26	175.08941
3	55	175.11595
1	56	175.13879
33	41	175.16536
57	31	175.20986
52	33	175.22121
40	38	175.26936
22	46	175.33033
73	25	175.42901
65	28	175.52896
31	42	175.53869
20	47	175.57204
45	36	175.62742
100	16	175.66561
76	24	175.7118
38	39	175.72907
18	48	175.79006
60	30	175.79457
50	34	175.83745
29	43	175.88697
55	32	175.89505
97	17	175.9236
79	23	175.93607
68	27	175.96824
16	49	175.98459
82	22	176.09992
94	18	176.10201
43	37	176.14976
14	50	176.15582
36	40	176.16255
85	21	176.20114
91	19	176.20528
27	44	176.21057
88	20	176.23722
12	51	176.3039
63	29	176.32847
71	26	176.35359
48	35	176.42452
10	52	176.42898
25	45	176.50979
58	31	176.51957
8	53	176.53115
53	33	176.54947
34	41	176.57024
6	54	176.61053
41	38	176.64485
4	55	176.66718
74	25	176.68372
2	56	176.70115
0	56	176.71246
23	46	176.78493
66	28	176.81071
101	16	176.83913
32	42	176.95257
77	24	176.95716
46	36	176.98313
21	47	177.03625
61	30	177.09418
98	17	177.10595
39	39	177.11325
80	23	177.1722
51	34	177.17397
56	32	177.21289
69	27	177.24031
19	48	177.264
95	18	177.2932
30	43	177.30995
83	22	177.32691
92	19	177.40534
86	21	177.41909
89	20	177.44619
17	49	177.46839
44	37	177.51394
37	40	177.55547
72	26	177.61614
64	29	177.61817
28	44	177.64272
15	50	177.64961
49	35	177.76933
13	51	177.80782
59	31	177.82722
54	33	177.87546
75	25	177.93689
11	52	177.94316
26	45	177.95122
35	41	177.97198
42	38	178.01756
9	53	178.05576
67	28	178.09066
7	54	178.14573
78	24	178.20106
5	55	178.21313
24	46	178.23573
3	56	178.25803
1	57	178.28048
99	17	178.28732
47	36	178.33629
33	42	178.36322
62	30	178.39183
81	23	178.40695
96	18	178.48335
40	39	178.49455
22	47	178.49654
52	34	178.50815
70	27	178.51069
57	32	178.52859
84	22	178.5526
93	19	178.6043
87	21	178.6358
90	20	178.654
31	43	178.72957
20	48	178.73389
45	37	178.87549
73	26	178.87708
65	29	178.906
38	40	178.94543
18	49	178.948
29	44	179.07141
50	35	179.11174
60	31	179.13283
16	50	179.13906
76	25	179.18852
55	33	179.19925
14	51	179.30725
68	28	179.36886
36	41	179.37066
43	38	179.38755
27	45	179.38906
79	24	179.44351
12	52	179.45271
100	17	179.46773
10	53	179.57558
82	23	179.64032
97	18	179.67248
8	54	179.67596
25	46	179.68284
48	36	179.68695
63	30	179.68756
6	55	179.75394
34	42	179.77069
85	22	179.77699
71	27	179.77939
94	19	179.80217
4	56	179.8096
53	34	179.84004
58	32	179.84219
2	57	179.84297
88	21	179.85129
0	57	179.85409
91	20	179.86065
41	39	179.87304
23	47	179.95301
74	26	180.13644
32	43	180.14592
66	29	180.19202
21	48	180.19983
46	37	180.23446
39	40	180.33247
19	49	180.42352
61	31	180.43646
77	25	180.43866
51	35	180.45177
30	44	180.49671
56	33	180.52086
17	50	180.62428
69	28	180.64532
101	17	180.6472
80	24	180.68455
44	38	180.75488
37	41	180.76633
15	51	180.8023
28	45	180.82341
98	18	180.8606
83	23	180.87236
13	52	180.95773
64	30	180.98139
95	19	180.99897
86	22	181.00012
49	36	181.03516
72	27	181.04645
89	21	181.06558
92	20	181.06617
11	53	181.09071
26	46	181.12632
59	32	181.15373
54	34	181.16969
35	42	181.17505
9	54	181.20135
42	39	181.24877
7	55	181.28974
5	56	181.35598
75	26	181.39424
3	57	181.4001
24	47	181.40573
1	58	181.42215
67	29	181.47623
33	43	181.55905
47	37	181.59089
22	48	181.66189
78	25	181.68732
40	40	181.71667
62	31	181.73812
52	35	181.78948
57	33	181.84033
20	49	181.89503
31	44	181.91869
70	28	181.92008
81	24	181.92418
99	18	182.04773
84	23	182.10306
18	50	182.10537
45	38	182.11958
38	41	182.15905
96	19	182.19471
87	22	182.22198
29	45	182.25432
93	20	182.27057
65	30	182.27337
90	21	182.27868
16	51	182.29308
73	27	182.3119
50	36	182.38097
14	52	182.45833
60	32	182.46324
55	34	182.49712
27	46	182.56626
36	42	182.57637
12	53	182.60126
43	39	182.62179
76	26	182.6505
10	54	182.722
68	29	182.75868
8	55	182.82065
25	47	182.85478
6	56	182.89729
79	25	182.93453
48	37	182.94484
4	57	182.95199
34	43	182.96903
2	58	182.98479
0	58	182.99572
63	31	183.03786
41	40	183.09806
23	48	183.12016
53	35	183.1249
58	33	183.1577
82	24	183.16244
71	28	183.19316
100	18	183.23387
85	23	183.33247
32	44	183.33742
21	49	183.36263
97	19	183.38942
88	22	183.44262
94	20	183.47387
46	38	183.48171
91	21	183.49061
39	41	183.54888
66	30	183.56351
74	27	183.57575
19	50	183.58241
30	45	183.68187
51	36	183.72441
61	32	183.77076
17	51	183.77968
56	34	183.82238
77	26	183.90526
15	52	183.95461
37	42	183.9747
44	39	183.99215
28	46	184.00272
69	29	184.03939
13	53	184.10736
80	25	184.1803
11	54	184.23805
49	37	184.29634
26	47	184.30025
64	31	184.33571
9	55	184.34679
35	43	184.37593
83	24	184.39934
101	18	184.41905
7	56	184.43368
54	35	184.45807
72	28	184.46459
59	33	184.47301
42	40	184.47671
5	57	184.49878
3	58	184.54215
86	23	184.56058
1	59	184.56383
24	48	184.57473
98	19	184.58309
89	22	184.66203
95	20	184.67607
92	21	184.70139
33	44	184.75295
22	49	184.82641
75	27	184.83804
47	38	184.84131
67	30	184.85185
40	41	184.93587
20	50	185.0555
52	36	185.06553
62	32	185.07631
31	45	185.10613
57	34	185.1455
78	26	185.15852
18	51	185.26219
70	29	185.31839
45	39	185.3599
38	42	185.37009
81	25	185.42467
29	46	185.43579
16	52	185.44667
14	53	185.60909
65	31	185.63168
84	24	185.6349
50	37	185.64544
73	28	185.73439
27	47	185.74221
12	54	185.74958
99	19	185.77576
36	43	185.7798
60	33	185.78629
87	23	185.78743
55	35	185.78904
43	40	185.85266
10	55	185.86827
96	20	185.87721
90	22	185.88024
93	21	185.91104
8	56	185.96524
25	48	186.02568
6	57	186.04058
4	58	186.09436
76	27	186.09878
2	59	186.1266
0	59	186.13735
68	30	186.13842
34	44	186.16537
48	38	186.19844
23	49	186.28644
41	41	186.32008
63	32	186.37994
53	36	186.40437
79	26	186.41033
58	34	186.46653
21	50	186.52472
32	45	186.52717
71	29	186.59571
82	25	186.66764
46	39	186.7251
19	51	186.74071
39	42	186.76262
30	46	186.86552
85	24	186.86914
66	31	186.92583
17	52	186.9346
100	19	186.96742
51	37	186.99219
74	28	187.0026
88	23	187.01303
97	20	187.07728
91	22	187.09727
61	33	187.09758
15	53	187.10656
56	35	187.11784
94	21	187.11956
37	43	187.1807
28	47	187.18073
44	40	187.22597
13	54	187.25671
77	27	187.358
11	55	187.38519
69	30	187.42325
26	48	187.47307
9	56	187.4921
49	38	187.55313
35	44	187.57472
7	57	187.57753
5	58	187.64154
80	26	187.66068
64	32	187.68166
3	59	187.68419
42	41	187.70156
1	60	187.7055
54	36	187.74097
24	49	187.7428
59	34	187.78549
72	29	187.87137
83	25	187.90924
33	45	187.94504
22	50	187.99015
47	39	188.08778
86	24	188.10208
40	42	188.15233
101	19	188.15809
20	51	188.21532
67	31	188.21817
89	23	188.23739
75	28	188.26923
98	20	188.27631
31	46	188.29199
92	22	188.31313
95	21	188.32698
52	37	188.33662
62	33	188.4069
18	52	188.4185
57	35	188.44451
38	43	188.5787
45	40	188.59669
16	53	188.59986
78	27	188.61573
29	47	188.61588
70	30	188.70636
14	54	188.75954
12	55	188.89767
50	38	188.90543
81	26	188.90962
27	48	188.91699
36	44	188.98107
65	32	188.98152
10	56	189.01437
55	36	189.07537
43	41	189.08036
60	34	189.10243
8	57	189.10973
73	29	189.1454
84	25	189.14949
6	58	189.18382
25	49	189.19558
4	59	189.2367
2	60	189.26841
0	60	189.27898
87	24	189.33374
34	45	189.35981
48	39	189.44799
23	50	189.45188
90	23	189.46054
99	20	189.47431
68	31	189.50873
93	22	189.52784
96	21	189.53331
76	28	189.5343
41	42	189.53927
53	37	189.67877
21	51	189.68611
63	33	189.71429
32	46	189.71526
58	35	189.76907
79	27	189.87198
19	52	189.89845
46	40	189.96485
39	43	189.97384
71	30	189.98778
30	47	190.04773
17	53	190.08908
82	26	190.15716
51	38	190.25538
15	54	190.25816
66	32	190.27955
28	48	190.3575
37	44	190.38447
85	25	190.38841
13	55	190.40581
56	36	190.4076
61	34	190.41737
74	29	190.41781
44	41	190.45653
11	56	190.53216
88	24	190.56413
9	57	190.6373
26	49	190.64484
100	20	190.67129
91	23	190.68249
7	58	190.72131
97	21	190.73857
94	22	190.74142
35	45	190.77155
5	59	190.78426
69	31	190.79755
77	28	190.79785
49	39	190.80577
3	60	190.82621
1	61	190.84717
24	50	190.90998
42	42	190.92349
54	37	191.01869
64	33	191.01979
59	35	191.09158
80	27	191.12677
33	46	191.1354
22	51	191.15315
72	30	191.26754
47	40	191.33051
40	43	191.36618
20	52	191.37454
83	26	191.40331
31	47	191.47635
18	53	191.57432
67	32	191.57576
52	38	191.60302
86	25	191.62602
75	29	191.68865
62	34	191.73035
57	36	191.7377
16	54	191.75266
38	44	191.78499
89	24	191.79329
29	48	191.79468
45	41	191.83012
101	20	191.86726
92	23	191.90326
14	55	191.9097
98	21	191.94276
95	22	191.95387
12	56	192.04555
78	28	192.0599
70	31	192.08464
27	49	192.09066
10	57	192.16033
50	39	192.16117
36	45	192.1803
8	58	192.25412
43	42	192.30505
65	33	192.32341
6	59	192.327
55	37	192.35641
25	50	192.36454
4	60	192.37901
81	27	192.38014
2	61	192.41021
60	35	192.41206
0	61	192.4206
73	30	192.54566
34	46	192.55246
23	51	192.61653
84	26	192.6481
48	40	192.69372
41	43	192.75577
21	52	192.84684
87	25	192.86234
68	32	192.8702
32	47	192.90179
53	38	192.94839
76	29	192.95793
90	24	193.02121
63	34	193.04139
19	53	193.05566
58	36	193.0657
93	23	193.12286
99	21	193.14591
96	22	193.16522
39	44	193.18267
46	41	193.20116
30	48	193.22858
17	54	193.24314
79	28	193.32046
71	31	193.37004
15	55	193.40943
51	39	193.51424
28	49	193.5331
13	56	193.55466
37	45	193.58613
66	33	193.62519
82	27	193.63209
11	57	193.67895
44	42	193.684
56	37	193.69197
61	35	193.73055
9	58	193.78237
26	50	193.81561
74	30	193.82216
7	59	193.86502
85	26	193.89156
5	60	193.92695
35	46	193.96651
3	61	193.96821
1	62	193.98884
49	40	194.05451
24	51	194.07632
88	25	194.09738
42	43	194.14266
69	32	194.16288
77	29	194.22567
91	24	194.24792
54	38	194.29154
22	52	194.31545
33	47	194.32412
94	23	194.34132
100	21	194.34802
64	34	194.35054
97	22	194.37548
59	36	194.39165
20	53	194.53318
47	41	194.56972
40	44	194.57756
80	28	194.57955
72	31	194.65377
31	48	194.65928
18	54	194.72968
52	39	194.86499
83	27	194.88266
16	55	194.9051
67	33	194.92517
29	49	194.97224
38	45	194.98909
57	37	195.02541
62	35	195.04708
14	56	195.05958
45	42	195.06037
75	30	195.09708
86	26	195.13368
12	57	195.19323
27	50	195.26327
10	58	195.30615
89	25	195.33116
36	46	195.37759
8	59	195.39843
50	40	195.41292
70	32	195.45384
6	60	195.47013
92	24	195.47344
78	29	195.4919
4	61	195.52131
43	43	195.5269
25	51	195.53259
101	21	195.54911
2	62	195.552
95	23	195.55864
0	62	195.56223
98	22	195.58466
55	38	195.63248
65	34	195.65782
60	36	195.71557
34	47	195.74341
23	52	195.78043
81	28	195.83721
48	41	195.93583
73	31	195.93586
41	44	195.96972
21	53	196.00696
32	48	196.08683
84	27	196.13185
19	54	196.21236
53	39	196.21349
68	33	196.22336
58	37	196.35675
63	35	196.36167
76	30	196.37043
87	26	196.37451
39	45	196.38923
17	55	196.3968
30	49	196.40813
46	42	196.43422
15	56	196.5604
90	25	196.5637
93	24	196.69777
13	57	196.70328
28	50	196.70759
71	32	196.7431
79	29	196.75663
51	40	196.769
96	23	196.77484
37	46	196.78578
99	22	196.79278
11	58	196.82557
44	43	196.90854
9	59	196.92733
66	34	196.96325
56	38	196.97128
26	51	196.98542
7	60	197.00866
61	36	197.0375
5	61	197.0696
82	28	197.09345
3	62	197.11021
1	63	197.1305
35	47	197.15969
74	31	197.21633
24	52	197.24185
49	41	197.29953
42	44	197.3592
85	27	197.37969
22	53	197.47707
33	48	197.51129
69	33	197.5198
54	39	197.55976
88	26	197.61405
77	30	197.64223
64	35	197.67436
59	37	197.68604
20	54	197.69127
40	45	197.78661
91	25	197.79502
47	42	197.80559
31	49	197.84085
18	55	197.8846
94	24	197.92095
97	23	197.98993
100	22	197.99985
80	29	198.0199
72	32	198.03068
16	56	198.0572
52	40	198.12279
29	50	198.14863
38	46	198.19111
14	57	198.2092
67	34	198.26688
45	43	198.28762
57	38	198.30795
12	58	198.34071
83	28	198.34828
62	36	198.35747
27	51	198.43487
10	59	198.45184
75	31	198.4952
8	60	198.54265
36	47	198.57305
6	61	198.61321
86	27	198.6262
50	41	198.66087
4	62	198.66358
2	63	198.69378
25	52	198.6998
0	63	198.70385
43	44	198.74605
70	33	198.81451
89	26	198.85231
55	39	198.90385
78	30	198.91252
34	48	198.93273
23	53	198.9436
65	35	198.98519
60	37	199.01331
92	25	199.02514
95	24	199.14298
21	54	199.16648
48	42	199.17452
41	45	199.18127
98	23	199.20394
101	22	199.20589
32	49	199.27044
81	29	199.28172
73	32	199.31662
19	55	199.36858
53	40	199.47432
17	56	199.55007
68	34	199.56872
30	50	199.58646
39	46	199.59364
84	28	199.60174
58	38	199.64253
46	43	199.66419
63	36	199.67551
15	57	199.71106
76	31	199.7725
13	58	199.85168
87	27	199.87139
28	51	199.88101
11	59	199.97203
37	47	199.98352
51	41	200.01989
9	60	200.07219
90	26	200.08933
71	33	200.10751
44	44	200.1303
7	61	200.15224
26	52	200.15433
79	30	200.18131
5	62	200.21222
56	39	200.24578
3	63	200.25219
93	25	200.25406
1	64	200.27216
66	35	200.29417
61	37	200.33858
35	48	200.3512
96	24	200.36387
24	53	200.40662
99	23	200.41687
49	42	200.54106
82	29	200.54211
42	45	200.57326
74	32	200.60094
22	54	200.63806
33	49	200.69698
54	40	200.82363
20	55	200.84884
85	28	200.85383
69	34	200.8688
59	38	200.97507
64	36	200.99165
40	46	200.99343
31	50	201.02113
47	43	201.03829
18	56	201.03909
77	31	201.04825
88	27	201.11529
16	57	201.20896
29	51	201.3239
91	26	201.32511
14	58	201.35856
52	41	201.37662
38	47	201.39115
72	33	201.39884
80	30	201.44862
94	25	201.4818
12	59	201.48801
45	44	201.51202
97	24	201.58365
57	39	201.5856
10	60	201.59739
67	35	201.60133
27	52	201.60552
100	23	201.62874
62	37	201.66189
8	61	201.68678
6	62	201.75624
36	48	201.76675
83	29	201.80109
4	63	201.80583
2	64	201.83556
0	64	201.84547
25	53	201.86619
75	32	201.88365
50	42	201.90524
43	45	201.96263
86	28	202.10459
23	54	202.1061
34	49	202.12051
70	34	202.16715
55	40	202.17076
60	38	202.30558
65	36	202.30592
78	31	202.32248
21	55	202.32544
89	27	202.3579
41	46	202.39052
48	43	202.40996
32	50	202.45272
19	56	202.52435
92	26	202.55968
73	33	202.68852
17	57	202.70297
95	25	202.70839
81	30	202.71448
53	41	202.7311
30	51	202.76361
39	47	202.79601
98	24	202.80232
101	23	202.83956
15	58	202.86144
46	44	202.89123
68	35	202.90672
58	39	202.92333
63	37	202.98328
13	59	202.99987
28	52	203.05342
84	29	203.05868
11	60	203.11834
76	32	203.16479
37	48	203.17944
9	61	203.21695
51	42	203.2671
7	62	203.29575
26	53	203.32238
44	45	203.34943
87	28	203.35402
5	63	203.35481
3	64	203.39416
1	65	203.41382
71	34	203.4638
56	40	203.51575
35	49	203.5411
24	54	203.57066
79	31	203.5952
90	27	203.59926
66	36	203.61834
61	38	203.6341
49	43	203.77925
42	46	203.78496
93	26	203.79304
22	55	203.79845
33	50	203.88127
96	25	203.93383
74	33	203.97657
82	30	203.9789
20	56	204.00591
99	24	204.01991
54	41	204.08336
18	57	204.19318
40	47	204.19814
31	51	204.20019
69	35	204.21034
59	39	204.25902
47	44	204.26799
64	37	204.30276
85	29	204.31491
16	58	204.36041
77	32	204.44438
29	52	204.49811
14	59	204.50769
38	48	204.58932
88	28	204.60214
52	42	204.62669
12	60	204.63513
45	45	204.7337
10	61	204.74283
72	34	204.75876
27	53	204.77525
8	62	204.83084
91	27	204.83937
57	40	204.85862
80	31	204.86644
6	63	204.89923
67	36	204.92895
4	64	204.94805
36	49	204.95879
62	38	204.96067
2	65	204.97733
0	65	204.98709
94	26	205.02522
25	54	205.0318
50	43	205.1462
97	25	205.15815
43	46	205.17679
100	24	205.23642
83	30	205.2419
75	33	205.26302
23	55	205.26795
34	50	205.30683
55	41	205.43346
21	56	205.48385
70	35	205.51223
86	29	205.56978
60	39	205.59269
41	47	205.59759
65	37	205.62038
32	51	205.63371
48	44	205.64233
19	57	205.67967
78	32	205.72243
89	28	205.84898
17	58	205.85553
30	52	205.93965
53	42	205.98404
39	48	205.99644
15	59	206.01156
73	34	206.05207
92	27	206.07825
46	45	206.11549
81	31	206.13622
13	60	206.14785
58	40	206.19942
28	53	206.22488
68	36	206.23778
95	26	206.25623
11	61	206.26451
63	38	206.2853
9	62	206.36161
37	49	206.37364
98	25	206.38135
7	63	206.43921
101	24	206.45187
26	54	206.4896
5	64	206.49736
84	30	206.50351
51	43	206.51083
3	65	206.53611
76	33	206.54788
1	66	206.55548
44	46	206.56606
35	50	206.72948
24	55	206.734
56	41	206.78141
71	35	206.81241
87	29	206.82332
61	39	206.92437
66	37	206.93615
22	56	206.95825
42	47	206.99441
79	32	206.99897
49	44	207.01429
33	51	207.06421
90	28	207.09454
20	57	207.1625
93	27	207.31592
54	42	207.33918
74	34	207.34375
18	58	207.3469
31	52	207.37808
40	48	207.40085
82	31	207.40455
96	26	207.48608
47	45	207.49483
16	59	207.51155
59	40	207.53817
69	36	207.54484
99	25	207.60344
64	38	207.60805
14	60	207.65658
29	53	207.67131
85	30	207.76374
12	61	207.78209
38	49	207.7857
77	33	207.83119
52	43	207.8732
10	62	207.88814
27	54	207.94412
45	46	207.95282
8	63	207.97482
6	64	208.04218
88	29	208.07555
4	65	208.09026
72	35	208.11092
2	66	208.1191
57	41	208.12726
0	66	208.12871
36	50	208.14925
25	55	208.19668
67	37	208.25011
62	39	208.2541
80	32	208.27402
91	28	208.33885
50	44	208.38392
43	47	208.38863
23	56	208.42917
34	51	208.49176
94	27	208.5524
75	34	208.63383
21	57	208.64176
83	31	208.67146
55	42	208.69216
97	26	208.71479
41	48	208.80259
32	52	208.81347
100	25	208.82445
19	58	208.83458
70	36	208.85018
48	45	208.87176
60	40	208.87491
65	38	208.92892
17	59	209.00776
86	30	209.02262
78	33	209.11296
30	53	209.11462
15	60	209.16141
39	49	209.19502
53	43	209.23334
13	61	209.29564
89	29	209.32648
46	46	209.3371
28	54	209.39541
73	35	209.40776
11	62	209.41054
58	41	209.47103
9	63	209.50617
81	32	209.54761
68	37	209.56229
37	50	209.5662
63	39	209.5819
92	28	209.58192
7	64	209.58261
5	65	209.63989
26	55	209.65604
3	66	209.67806
1	67	209.69714
51	44	209.75126
44	47	209.78031
95	27	209.78769
24	56	209.89668
35	51	209.91641
76	34	209.92232
84	31	209.93697
98	26	209.94237
56	42	210.043
101	25	210.04439
22	57	210.1175
71	36	210.1538
42	48	210.20172
61	40	210.20966
33	52	210.24588
49	45	210.24633
66	38	210.24795
87	30	210.28015
20	58	210.31865
79	33	210.39322
18	59	210.50024
31	53	210.55486
90	29	210.57613
54	43	210.59128
40	49	210.60165
16	60	210.66241
74	35	210.70297
47	46	210.71895
14	61	210.80526
59	41	210.81277
82	32	210.81975
93	28	210.82377
29	54	210.84355
69	37	210.8727
64	39	210.90781
12	62	210.92888
38	50	210.98038
96	27	211.02182
10	63	211.03335
27	55	211.11215
52	44	211.11633
8	64	211.11873
99	26	211.16884
45	47	211.16949
6	65	211.18509
85	31	211.2011
77	34	211.20924
4	66	211.23246
2	67	211.26086
0	67	211.27033
36	51	211.3382
25	56	211.36085
57	42	211.39174
72	36	211.45574
88	30	211.53636
62	40	211.54247
67	38	211.56517
23	57	211.58981
43	48	211.59827
50	45	211.61858
80	33	211.67198
34	52	211.67535
21	58	211.79917
91	29	211.82452
55	43	211.94706
19	59	211.98908
32	53	211.99207
75	35	211.99657
41	49	212.00562
94	28	212.06442
83	32	212.09046
48	46	212.09841
60	41	212.15249
17	60	212.15966
70	37	212.18138
65	39	212.23185
97	27	212.25479
30	54	212.28858
15	61	212.31102
39	50	212.39184
100	26	212.39422
13	62	212.44325
86	31	212.46386
53	44	212.47918
78	34	212.49463
46	47	212.5562
11	63	212.55644
28	55	212.56507
9	64	212.65065
7	65	212.72595
58	42	212.73841
73	36	212.75602
37	51	212.7572
5	66	212.78239
89	30	212.79127
3	67	212.81999
26	56	212.82173
1	68	212.83879
63	40	212.87335
68	38	212.8806
81	33	212.94927
51	45	212.98854
44	48	212.99229
24	57	213.05873
92	29	213.07166
35	52	213.10195
22	58	213.27623
76	35	213.28858
56	43	213.30071
95	28	213.30387
84	32	213.35976
42	49	213.407
33	53	213.42633
20	59	213.47435
49	46	213.47552
98	27	213.48663
71	37	213.48835
61	41	213.49024
66	39	213.55405
101	26	213.61851
18	60	213.65324
87	31	213.72527
31	54	213.73057
79	34	213.77849
40	50	213.80062
16	61	213.813
54	44	213.83984
47	47	213.9405
14	62	213.95373
29	55	214.01486
